"MSSubClass20","MSSubClass30","MSSubClass40","MSSubClass45","MSSubClass50","MSSubClass60","MSSubClass70","MSSubClass75","MSSubClass80","MSSubClass85","MSSubClass90","MSSubClass120","MSSubClass160","MSSubClass180","MSSubClass190","MSZoningC (all)","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotFrontage","LotArea","StreetGrvl","StreetPave","AlleyGrvl","AlleyPave","AlleyNone","LotShape","LandContourBnk","LandContourHLS","LandContourLow","LandContourLvl","Utilities","LotConfigCorner","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlope","NeighborhoodBlmngtn","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Artery","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Artery","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType1Fam","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Fin","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyleFlat","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleMansard","RoofStyleShed","RoofMatlClyTile","RoofMatlCompShg","RoofMatlMembran","RoofMatlMetal","RoofMatlRoll","RoofMatlTar&Grv","RoofMatlWdShake","RoofMatlWdShngl","Exterior1stAsbShng","Exterior1stAsphShn","Exterior1stBrkComm","Exterior1stBrkFace","Exterior1stCBlock","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stImStucc","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStone","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWd Sdng","Exterior1stWdShing","Exterior2ndAsbShng","Exterior2ndAsphShn","Exterior2ndBrk Cmn","Exterior2ndBrkFace","Exterior2ndCBlock","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndImStucc","Exterior2ndMetalSd","Exterior2ndOther","Exterior2ndPlywood","Exterior2ndStone","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWd Sdng","Exterior2ndWd Shng","MasVnrTypeBrkCmn","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","MasVnrArea","ExterQual","ExterCond","FoundationBrkTil","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingFloor","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType2Types","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageTypeNone","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeatureGar2","MiscFeatureOthr","MiscFeatureShed","MiscFeatureTenC","MiscFeatureNone","MiscVal","MoSold","YrSold","SaleTypeCOD","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAbnorml","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","SalePrice"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,8737,0,1,0,0,1,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,7,1923,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,4,3,1,3,300,1,0,765,1065,0,1,0,0,0,0,5,1,3,915,720,0,1635,0,0,1,1,3,1,3,6,7,1,4,0,0,0,0,0,1,0,1950,1,2,440,3,3,2,0,38,0,144,0,0,0,0,0,0,0,0,1,0,5,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.2548628096996
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,54,7244,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,7,1970,1970,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,4,3,3,5,619,1,0,149,768,0,1,0,0,0,0,5,1,4,768,0,0,768,1,0,1,0,2,1,3,5,7,0,0,0,0,0,0,0,1,0,1987,1,2,624,3,3,2,104,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.7714361601217
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,8235,0,1,0,0,1,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,7,1955,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,3,3,1,2,180,3,645,0,825,0,1,0,0,0,0,3,1,4,825,0,0,825,1,0,1,0,2,1,3,4,7,0,0,0,0,0,0,0,1,0,1963,2,2,720,3,3,2,140,50,0,0,0,0,0,3,0,0,0,0,1,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.7360690162844
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,9375,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2003,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,4,3,1,1,0,1,0,912,912,0,1,0,0,0,0,5,1,4,912,1182,0,2094,0,0,2,1,4,1,4,8,7,1,4,0,0,0,1,0,0,0,2003,3,2,615,3,3,2,182,182,0,0,0,0,0,0,0,0,0,0,1,0,11,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.4799093111599
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,53,4043,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,6,1977,1977,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,4,3,1,5,559,1,0,510,1069,0,1,0,0,0,0,3,1,4,1069,0,0,1069,0,0,2,0,2,1,3,4,7,0,0,0,1,0,0,0,0,0,1977,2,2,440,3,3,2,0,55,0,0,200,0,0,0,0,0,0,0,1,0,10,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.8493977015914
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,6000,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1957,1957,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,3,3,1,3,308,1,0,620,928,0,1,0,0,0,0,4,1,3,928,0,0,928,0,0,1,0,3,1,3,5,7,0,0,0,1,0,0,0,0,0,1957,3,1,288,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.6307085006266
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,11146,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2006,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,250,3,2,0,0,1,0,0,0,5,3,3,1,0,1,0,1709,1709,0,1,0,0,0,0,5,1,4,1717,0,0,1717,0,0,2,0,3,1,4,7,7,1,4,0,1,0,0,0,0,0,2006,2,3,908,3,3,2,169,39,0,0,0,0,0,0,0,0,0,0,1,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.4509776886259
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,8777,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,1949,2003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,4,1126,0,0,1126,0,0,2,0,2,1,4,5,7,0,0,0,0,0,0,0,1,0,2002,3,2,520,3,3,0,0,96,0,0,0,0,0,3,0,0,0,0,1,0,5,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.5898865061064
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,10625,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2003,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,292,3,2,0,0,1,0,0,0,4,3,1,6,866,1,0,132,998,0,1,0,0,0,0,5,1,4,1006,1040,0,2046,1,0,2,1,3,1,4,8,7,1,4,0,0,0,1,0,0,0,2003,2,3,871,3,3,2,320,62,0,0,0,0,0,0,0,0,0,0,1,0,8,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.5567295171433
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,6380,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,6,1922,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,3,2,1,1,0,1,0,993,993,0,1,0,0,0,0,3,1,3,1048,0,0,1048,0,0,1,0,2,1,3,5,7,1,4,0,0,0,0,0,1,0,1922,1,1,280,3,3,2,0,0,116,0,0,0,0,0,0,0,0,0,1,0,8,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.6351430976945
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,14850,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1957,1957,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,0,0,3,3,1,3,895,1,0,197,1092,0,1,0,0,0,0,3,1,3,1092,0,0,1092,1,0,1,0,2,1,3,6,7,1,3,0,1,0,0,0,0,0,1957,3,1,299,3,3,2,268,0,0,0,122,0,0,1,0,0,0,0,1,0,5,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8565151693603
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,11040,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,6,1920,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,3,3,1,3,637,1,0,0,637,0,1,0,0,0,0,4,1,4,897,439,0,1336,0,0,1,1,3,1,3,7,7,0,0,0,0,0,0,1,0,0,1994,1,1,570,3,3,2,0,47,120,0,0,0,0,0,0,0,0,0,1,0,9,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.5898865061064
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,21872,0,1,0,0,1,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1996,1997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,4,3,4,6,604,1,0,125,729,0,1,0,0,0,0,5,1,4,729,717,0,1446,0,1,2,1,3,1,3,6,7,1,3,0,1,0,0,0,0,0,1996,1,2,406,3,3,2,264,22,0,0,0,0,0,0,0,0,0,0,1,0,8,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.0725412529057
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3196,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,5,2003,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18,3,2,0,0,1,0,0,0,4,3,4,1,0,1,0,1374,1374,0,1,0,0,0,0,5,1,4,1557,0,0,1557,0,0,2,0,2,1,4,7,7,1,3,0,1,0,0,0,0,0,2003,3,2,420,3,3,2,143,20,0,0,0,0,0,0,0,0,0,0,1,0,10,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.3630763943398
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11341,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1957,1996,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,180,2,2,0,1,0,0,0,0,4,3,1,5,1302,1,0,90,1392,0,1,0,0,0,0,3,1,4,1392,0,0,1392,1,0,1,1,3,1,3,5,4,1,4,0,0,0,0,0,1,0,1957,1,2,528,3,3,2,0,0,0,0,95,0,0,0,0,0,0,0,1,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.7076695417627
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,10010,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1974,1975,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,4,3,3,5,1071,2,123,195,1389,0,1,0,0,0,0,4,1,4,1389,0,0,1389,1,0,1,0,2,1,3,6,7,1,3,0,1,0,0,0,0,0,1975,2,2,418,3,3,2,240,38,0,0,0,0,0,0,0,0,0,0,1,0,4,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.0435537160324
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,13907,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1940,1969,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,0,0,0,3,3,1,4,290,1,0,706,996,0,1,0,0,0,0,5,1,4,996,0,0,996,1,0,1,0,3,1,3,6,7,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,144,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.5898865061064
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,21780,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,7,1918,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,4,3,2,1,0,1,0,1163,1163,0,1,0,0,0,0,5,1,4,1163,511,0,1674,0,0,2,0,4,1,3,8,7,1,4,0,0,0,0,0,1,0,1955,3,2,396,3,3,0,72,36,0,0,144,0,0,0,0,0,0,0,1,0,7,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.1281111040605
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13346,0,1,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1992,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,4,3,1,6,728,1,0,367,1095,0,1,0,0,0,0,5,1,4,1166,1129,0,2295,1,0,2,1,4,1,4,9,7,1,3,0,1,0,0,0,0,0,1992,2,2,590,3,3,2,0,40,0,0,0,0,0,0,0,0,0,0,1,0,7,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.498742259493
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,66,6858,0,1,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,4,1915,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0,0,4,3,1,1,0,1,0,806,806,0,1,0,0,0,0,3,0,2,841,806,0,1647,1,0,1,1,4,1,2,6,7,0,0,0,0,0,0,0,1,0,1920,1,1,216,3,3,2,0,66,136,0,0,0,0,0,0,0,0,0,1,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.7597855429018
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,11198,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,5,2005,2007,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,245,3,2,0,0,1,0,0,0,4,4,1,1,0,1,0,1122,1122,0,1,0,0,0,0,5,1,4,1134,1370,0,2504,0,0,2,1,4,1,5,11,7,1,4,0,0,0,1,0,0,0,2005,3,3,656,3,3,2,144,39,0,0,0,0,0,0,0,0,0,0,1,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.6915804613119
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,10171,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2004,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,168,3,2,0,0,1,0,0,0,4,3,1,6,2,1,0,1515,1517,0,1,0,0,0,0,5,1,4,1535,0,0,1535,0,0,2,0,3,1,4,7,7,0,0,0,1,0,0,0,0,0,2004,2,2,532,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.273731294004
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,12327,0,1,0,0,1,1,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,8,1983,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,1,0,0,0,0,4,3,4,6,1441,1,0,55,1496,0,1,0,0,0,0,5,1,4,1496,636,0,2132,1,0,1,1,1,1,4,5,5,1,4,0,0,0,1,0,0,0,1983,3,2,612,4,3,2,349,40,0,0,0,0,0,0,0,0,0,0,1,0,9,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.665394426429
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7032,0,1,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,1979,1979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,4,3,4,6,943,1,0,0,943,0,1,0,0,0,0,3,1,4,943,0,0,943,1,0,1,0,2,1,3,4,7,2,3,0,0,0,0,0,1,0,1979,1,2,600,3,3,2,42,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8201160038101
