"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"294",294,"60","RL",0,16659,"Pave","None",1,"Lvl",3,"Corner",0,"NWAmes","PosA","Norm","1Fam","2Story",7,7,1977,1994,"Gable","CompShg","Plywood","Plywood","BrkFace",34,2,2,"CBlock",3,3,1,5,795,1,0,0,795,"GasA",2,1,4,1468,795,0,2263,1,0,2,1,3,1,4,9,7,1,3,"Attchd",1977,3,2,539,3,3,2,0,250,0,0,0,0,0,0,"None",0,3,2006,"WD","Normal",12.3673407931263
"295",295,"20","RL",80,9600,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","HdBoard","HdBoard","Stone",238,2,2,"CBlock",3,3,1,6,1285,1,0,131,1416,"GasA",3,1,4,1644,0,0,1644,1,0,1,0,3,1,3,7,7,2,4,"Attchd",1953,3,2,418,3,3,2,110,0,0,0,0,0,0,0,"None",0,10,2009,"WD","Normal",12.0257490913989
"296",296,"80","RL",37,7937,"Pave","None",1,"Lvl",3,"CulDSac",0,"Mitchel","Norm","Norm","1Fam","SLvl",6,6,1984,1984,"Gable","CompShg","HdBoard","HdBoard","None",0,2,2,"CBlock",3,3,3,6,819,1,0,184,1003,"GasA",3,1,4,1003,0,0,1003,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1984,1,2,588,3,3,2,120,0,0,0,0,0,0,4,"None",0,3,2006,"WD","Normal",11.8670972786908
"297",297,"50","RM",75,13710,"Pave","None",0,"Lvl",3,"Inside",0,"IDOTRR","Norm","Norm","1Fam","1.5Fin",5,5,1950,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,3,1,4,420,1,0,490,910,"GasA",3,1,3,910,648,0,1558,0,0,1,1,4,1,3,6,7,0,0,"Attchd",1950,1,1,282,3,3,2,289,0,0,0,0,0,0,3,"None",0,6,2007,"WD","Normal",11.9316357998284
"298",298,"60","FV",66,7399,"Pave","Pave",1,"Lvl",3,"Inside",0,"Somerst","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1600,3,2,"PConc",4,3,1,4,649,1,0,326,975,"GasA",5,1,4,975,975,0,1950,0,0,2,1,3,1,4,7,7,1,3,"Detchd",1997,2,2,576,3,3,2,0,10,0,0,198,0,0,0,"None",0,6,2007,"WD","Normal",12.3842188309136
"299",299,"60","RL",90,11700,"Pave","None",0,"Lvl",3,"Inside",0,"NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Mansard","CompShg","HdBoard","AsphShn","BrkFace",365,3,2,"CBlock",3,3,1,5,384,3,175,143,702,"GasA",4,1,4,1041,702,0,1743,0,1,1,2,3,1,3,7,7,1,4,"Attchd",1968,1,2,539,3,3,2,224,0,0,0,0,0,0,0,"None",0,6,2007,"WD","Normal",12.0725412529057
"300",300,"20","RL",80,14000,"Pave","None",0,"Lvl",3,"Inside",0,"Crawfor","Norm","Norm","1Fam","1Story",6,8,1950,2004,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,3,1,1,0,1,0,1092,1092,"GasA",5,1,4,1152,0,0,1152,0,1,1,0,3,1,4,6,7,1,4,"Attchd",1950,1,1,300,3,3,2,0,36,0,0,0,0,0,4,"None",0,8,2009,"WD","Family",11.9735098722995
"301",301,"190","RL",90,15750,"Pave","None",0,"Lvl",3,"Corner",0,"Crawfor","Norm","Norm","2fmCon","1Story",5,5,1953,1953,"Hip","CompShg","MetalSd","MetalSd","BrkFace",56,2,2,"CBlock",3,3,2,4,841,1,0,324,1165,"GasA",3,1,4,1336,0,0,1336,1,0,1,0,2,1,3,5,7,2,4,"Attchd",1953,1,1,375,3,3,2,0,0,0,0,0,0,0,0,"None",0,6,2006,"WD","Normal",11.9640010843304
"302",302,"60","RL",66,16226,"Pave","None",3,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","2Story",8,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,1,6,281,1,0,747,1028,"GasA",5,1,4,1210,1242,0,2452,0,0,2,1,4,1,4,9,7,1,3,"BuiltIn",1998,3,2,683,3,3,2,208,50,0,0,0,0,0,0,"None",0,5,2007,"WD","Normal",12.4950039373824
"303",303,"20","RL",118,13704,"Pave","None",1,"Lvl",3,"Corner",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",150,3,2,"PConc",4,3,1,1,0,1,0,1541,1541,"GasA",5,1,4,1541,0,0,1541,0,0,2,0,3,1,4,6,7,1,3,"Attchd",2001,2,3,843,3,3,2,468,81,0,0,0,0,0,0,"None",0,1,2006,"WD","Normal",12.2307652581205
"304",304,"20","RL",70,9800,"Pave","None",0,"Lvl",3,"Corner",0,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"PConc",3,3,1,5,894,1,0,0,894,"GasA",3,1,4,894,0,0,894,1,0,1,0,3,1,3,5,7,0,0,"Attchd",1975,1,2,552,3,3,2,256,0,0,0,0,0,0,2,"None",0,7,2006,"WD","Abnorml",11.9177236840907
"305",305,"75","RM",87,18386,"Pave","None",0,"Lvl",3,"Inside",0,"OldTown","Norm","Norm","1Fam","2.5Fin",7,9,1880,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,2,2,"BrkTil",3,3,1,1,0,1,0,1470,1470,"GasA",5,1,4,1675,1818,0,3493,0,0,3,0,3,1,4,10,7,1,5,"Attchd",2003,1,3,870,3,3,2,302,0,0,0,0,0,0,0,"None",0,5,2008,"WD","Normal",12.594730635322
"306",306,"20","RL",80,10386,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","CemntBd","CmentBd","Stone",246,3,2,"PConc",4,3,1,6,1464,1,0,536,2000,"GasA",5,1,4,2000,0,0,2000,1,0,2,0,3,1,4,8,7,0,0,"Attchd",2004,3,3,888,3,3,2,168,0,0,0,0,0,0,0,"None",0,7,2007,"WD","Normal",12.631013530139
"307",307,"60","RL",116,13474,"Pave","None",0,"Lvl",3,"Inside",0,"SawyerW","Feedr","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","HdBoard","Plywood","BrkFace",246,3,2,"CBlock",4,3,1,5,700,1,0,0,700,"GasA",4,1,4,1122,1121,0,2243,1,0,2,1,4,1,4,8,7,1,3,"Attchd",1990,2,3,746,3,3,2,127,44,224,0,0,0,0,0,"None",0,6,2007,"WD","Normal",12.3238556811866
"308",308,"50","RM",0,7920,"Pave","Grvl",1,"Lvl",3,"Inside",0,"IDOTRR","Artery","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,1,"CBlock",3,3,1,1,0,1,0,319,319,"GasA",3,1,3,1035,371,0,1406,0,0,1,0,3,1,2,6,7,0,0,"None",0,0,0,0,0,0,0,0,144,0,0,0,0,0,3,"None",0,3,2008,"WD","Normal",11.4019939042629
"309",309,"30","RL",0,12342,"Pave","None",1,"Lvl",3,"Inside",0,"Edwards","Norm","Norm","1Fam","1Story",4,5,1940,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"CBlock",3,3,1,4,262,1,0,599,861,"GasA",5,1,4,861,0,0,861,0,0,1,0,1,1,3,4,7,0,0,"Detchd",1961,1,2,539,3,3,2,158,0,0,0,0,0,0,0,"None",0,3,2009,"WD","Normal",11.3205535723228
"310",310,"20","RL",90,12378,"Pave","None",1,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",5,3,4,6,1274,1,0,622,1896,"GasA",5,1,4,1944,0,0,1944,1,0,2,0,3,1,5,8,7,3,5,"Attchd",2003,3,3,708,3,3,2,208,175,0,0,0,0,0,0,"None",0,11,2006,"WD","Normal",12.7938593104323
"311",311,"60","RL",0,7685,"Pave","None",1,"Lvl",3,"Inside",0,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1993,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",112,2,2,"PConc",4,3,1,5,518,1,0,179,697,"GasA",4,1,4,697,804,0,1501,0,0,2,1,3,1,4,6,7,1,3,"Attchd",1993,3,2,420,3,3,2,190,63,0,0,0,0,0,0,"None",0,5,2006,"WD","Normal",12.0173305209333
"312",312,"20","RL",50,8000,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",6,6,1948,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",3,3,1,5,680,1,0,292,972,"GasA",5,1,4,972,0,0,972,1,0,1,0,2,1,3,5,7,1,4,"Detchd",1948,1,1,240,3,3,2,0,0,0,0,0,0,0,0,"None",0,5,2009,"WD","Normal",11.7905572015685
"313",313,"190","RM",65,7800,"Pave","None",0,"Lvl",3,"Inside",0,"OldTown","Artery","Norm","2fmCon","1.5Fin",5,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"CBlock",4,3,2,3,507,1,0,286,793,"GasA",3,1,4,793,325,0,1118,1,0,1,0,3,1,3,5,7,1,4,"Detchd",1939,1,2,410,3,3,2,0,0,0,0,271,0,0,3,"None",0,5,2006,"WD","Normal",11.6944133410156
"314",314,"20","RL",150,215245,"Pave","None",3,"Low",3,"Inside",2,"Timber","Norm","Norm","1Fam","1Story",7,5,1965,1965,"Hip","CompShg","BrkFace","BrkFace","None",0,2,2,"CBlock",4,3,4,5,1236,3,820,80,2136,"GasW",3,1,4,2036,0,0,2036,2,0,2,0,3,1,3,8,7,2,4,"Attchd",1965,2,2,513,3,3,2,0,0,0,0,0,0,0,0,"None",0,6,2009,"WD","Normal",12.8346813049525
"315",315,"70","RM",60,9600,"Pave","Grvl",0,"Lvl",3,"Inside",0,"OldTown","Norm","Norm","1Fam","2Story",7,7,1925,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"BrkTil",3,4,1,2,16,1,0,712,728,"GasA",5,1,4,832,809,0,1641,0,1,1,1,3,1,5,6,7,1,4,"Detchd",1925,1,2,546,2,3,2,0,0,234,0,0,0,0,0,"None",0,8,2006,"WD","Normal",12.0895388292742
"316",316,"60","RL",71,7795,"Pave","None",1,"Lvl",3,"Inside",0,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,1,6,425,1,0,291,716,"GasA",5,1,4,716,716,0,1432,1,0,2,1,3,1,4,6,7,1,4,"Attchd",2004,3,2,432,3,3,2,100,51,0,0,0,0,0,0,"None",0,7,2009,"WD","Normal",12.1468532858702
"317",317,"60","RL",94,13005,"Pave","None",1,"Lvl",3,"Corner",0,"NWAmes","Norm","Norm","1Fam","2Story",7,7,1980,1980,"Gable","CompShg","CemntBd","CmentBd","BrkFace",278,3,2,"CBlock",4,3,1,6,692,1,0,153,845,"GasA",3,1,4,1153,1200,0,2353,1,0,2,1,4,1,5,10,7,1,3,"Attchd",1983,2,2,484,3,3,2,288,195,0,0,0,0,0,4,"None",0,8,2009,"WD","Normal",12.4684369099977
"318",318,"60","FV",75,9000,"Pave","None",0,"Lvl",3,"Inside",0,"Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,3,1,0,1,0,1088,1088,"GasA",5,1,4,1088,871,0,1959,0,0,2,1,3,1,4,8,7,1,4,"Attchd",2006,2,3,1025,3,3,2,208,46,0,0,0,0,0,0,"None",0,12,2007,"WD","Normal",12.5061772379805
"319",319,"60","RL",90,9900,"Pave","None",0,"Low",3,"Inside",1,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",256,3,2,"PConc",4,3,4,6,987,1,0,360,1347,"GasA",5,1,4,1372,1274,0,2646,1,0,2,1,4,1,4,9,7,1,3,"Attchd",1993,2,3,656,3,3,2,340,60,144,0,0,0,0,0,"None",0,4,2009,"WD","Normal",12.4684369099977
"320",320,"80","RL",0,14115,"Pave","None",0,"Lvl",3,"Inside",0,"NWAmes","Norm","Norm","1Fam","SLvl",7,5,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",225,2,2,"CBlock",4,3,3,6,1036,1,0,336,1372,"GasA",3,1,4,1472,0,0,1472,1,0,2,0,3,1,3,6,7,2,3,"Attchd",1980,1,2,588,3,3,2,233,48,0,0,0,0,0,0,"None",0,6,2009,"WD","Normal",12.1415341243926
"321",321,"60","RL",111,16259,"Pave","None",0,"Lvl",3,"Corner",0,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",370,2,2,"PConc",5,4,3,1,0,1,0,1249,1249,"GasA",5,1,4,1249,1347,0,2596,0,0,3,1,4,1,4,9,7,0,0,"Attchd",2006,2,3,840,3,3,2,240,154,0,0,0,0,0,0,"None",0,9,2006,"New","Partial",12.7444443677961
"322",322,"60","RL",99,12099,"Pave","None",1,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",388,3,2,"PConc",5,3,3,6,970,1,0,166,1136,"GasA",5,1,4,1136,1332,0,2468,1,0,2,1,4,1,4,10,7,1,4,"BuiltIn",2004,3,3,872,3,3,2,184,154,0,0,0,0,0,0,"None",0,6,2007,"WD","Normal",12.7770521921159
"323",323,"60","RL",86,10380,"Pave","None",1,"Lvl",3,"Inside",0,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1986,1987,"Gable","CompShg","Plywood","Plywood","BrkFace",172,3,2,"CBlock",3,3,4,2,28,5,1474,0,1502,"GasA",5,1,4,1553,1177,0,2730,1,0,2,1,4,1,4,8,7,1,3,"Attchd",1987,3,2,576,3,3,2,201,96,0,0,0,0,0,3,"None",0,8,2007,"WD","Normal",12.614865543731
"324",324,"20","RM",49,5820,"Pave","None",0,"Lvl",3,"Inside",0,"OldTown","Norm","Norm","1Fam","1Story",3,8,1955,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",3,3,1,5,256,1,0,906,1162,"GasA",5,1,4,1163,0,0,1163,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1955,1,1,220,2,3,2,142,98,0,0,0,0,0,0,"None",0,7,2006,"WD","Normal",11.7454251112085
"325",325,"80","RL",96,11275,"Pave","None",0,"Lvl",3,"Corner",0,"NAmes","PosN","Norm","1Fam","SLvl",7,7,1967,2007,"Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",300,3,3,"CBlock",4,3,1,1,0,1,0,710,710,"GasA",5,1,4,1898,1080,0,2978,0,0,2,1,5,1,4,11,7,1,4,"BuiltIn",1961,3,2,564,3,3,2,240,0,0,0,0,0,0,0,"None",0,6,2010,"WD","Normal",12.3966930051388
"326",326,"45","RM",50,5000,"Pave","None",0,"Lvl",3,"Inside",0,"IDOTRR","RRAe","Norm","1Fam","1.5Unf",5,6,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"CBlock",3,3,3,4,116,1,0,604,720,"GasA",1,0,2,803,0,0,803,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1941,1,2,360,3,3,2,0,0,244,0,0,0,0,0,"None",0,12,2007,"WD","Normal",11.3736633976367
"327",327,"120","RL",32,10846,"Pave","None",1,"Lvl",3,"CulDSac",0,"Veenker","Norm","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","CompShg","BrkFace","BrkFace","None",0,3,2,"PConc",4,3,4,6,1619,1,0,100,1719,"GasA",5,1,4,1719,0,0,1719,2,0,1,1,1,1,4,6,7,2,4,"Attchd",1993,3,2,473,3,3,2,122,30,0,0,0,0,0,0,"None",0,5,2008,"Con","Normal",12.6884987947745
"328",328,"20","RL",80,11600,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",175,2,2,"CBlock",3,3,1,3,565,1,0,818,1383,"GasA",3,1,4,1383,0,0,1383,0,0,1,1,3,1,3,7,7,0,0,"Attchd",1960,2,1,292,3,3,2,0,45,0,0,0,0,0,0,"None",0,4,2006,"WD","Normal",11.8862116747142
"329",329,"75","RL",0,11888,"Pave","Pave",1,"Bnk",3,"Inside",0,"BrkSide","PosN","Norm","1Fam","2.5Unf",6,6,1916,1994,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,2,2,"BrkTil",3,3,1,1,0,1,0,844,844,"GasA",4,0,3,1445,689,0,2134,0,0,2,0,5,1,4,10,7,0,0,"Detchd",1930,1,2,441,3,3,2,0,60,268,0,0,0,0,0,"None",0,7,2009,"WD","Normal",12.2760650173502
"330",330,"70","RM",60,6402,"Pave","None",0,"Lvl",3,"Corner",0,"IDOTRR","Norm","Norm","1Fam","2Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,2,2,"PConc",3,3,2,1,0,1,0,596,596,"GasA",3,0,4,596,596,0,1192,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1920,1,1,189,2,2,0,0,0,137,0,0,0,0,2,"None",0,7,2009,"WD","Normal",11.2644641056717
"331",331,"90","RL",0,10624,"Pave","None",1,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","Duplex","1Story",5,4,1964,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",84,2,2,"CBlock",3,3,1,6,40,3,264,1424,1728,"GasA",3,1,4,1728,0,0,1728,0,1,2,0,6,2,3,10,7,0,0,"Detchd",2002,1,1,352,3,3,2,155,0,0,0,0,0,0,0,"None",0,11,2007,"WD","Normal",11.6868787720937
"332",332,"20","RL",70,8176,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,3,1,3,846,1,0,210,1056,"GasA",2,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1958,2,1,308,3,3,2,0,0,0,0,0,0,0,0,"None",0,8,2007,"WD","Normal",11.8422292121128
"333",333,"20","RL",85,10655,"Pave","None",1,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",296,3,2,"PConc",4,3,1,6,1124,0,479,1603,3206,"GasA",5,1,4,1629,0,0,1629,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2003,2,3,880,3,3,2,0,0,0,0,0,0,0,0,"None",0,10,2009,"WD","Normal",12.5567295171433
"334",334,"120","RM",59,8198,"Pave","None",0,"Lvl",3,"FR3",0,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",146,3,2,"PConc",4,3,3,6,720,1,0,638,1358,"GasA",5,1,4,1358,0,0,1358,1,0,2,0,2,1,4,6,7,1,4,"Attchd",2004,2,2,484,3,3,2,192,30,0,0,0,0,0,0,"None",0,7,2008,"WD","Normal",12.2404740722475
"335",335,"60","RL",59,9042,"Pave","None",1,"Lvl",3,"Inside",0,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"PConc",4,3,4,6,828,1,0,115,943,"GasA",4,1,4,943,695,0,1638,1,0,2,1,3,1,3,7,7,2,3,"Attchd",1998,3,2,472,3,3,2,100,38,0,0,0,0,0,0,"None",0,7,2008,"WD","Normal",12.1652506510099
"336",336,"190","RL",0,164660,"Grvl","None",1,"HLS",3,"Corner",2,"Timber","Norm","Norm","2fmCon","1.5Fin",5,6,1965,1965,"Gable","CompShg","Plywood","Plywood","None",0,2,2,"CBlock",3,3,4,5,1249,4,147,103,1499,"GasA",5,1,4,1619,167,0,1786,2,0,2,0,3,1,3,7,7,2,4,"Attchd",1965,3,2,529,3,3,2,670,0,0,0,0,0,0,0,"Shed",700,8,2008,"WD","Normal",12.3412589180852
"337",337,"20","RL",86,14157,"Pave","None",1,"HLS",3,"Corner",0,"StoneBr","Norm","Norm","1Fam","1Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",200,3,2,"PConc",5,3,4,6,1249,1,0,673,1922,"GasA",5,1,4,1922,0,0,1922,1,0,2,0,3,1,4,8,7,1,4,"Attchd",2005,3,3,676,3,3,2,178,51,0,0,0,0,0,0,"None",0,7,2007,"WD","Normal",12.8411298019654
"338",338,"20","RL",70,9135,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,3,2,"PConc",4,3,3,6,810,1,0,726,1536,"GasA",5,1,4,1536,0,0,1536,1,0,2,0,3,1,4,7,7,0,0,"Attchd",2002,2,2,532,3,3,2,192,74,0,0,0,0,0,0,"None",0,12,2008,"WD","Normal",12.273731294004
"339",339,"20","RL",91,14145,"Pave","None",0,"Lvl",3,"Corner",0,"NWAmes","Norm","Norm","1Fam","1Story",7,7,1984,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,2,"CBlock",4,3,2,5,213,1,0,995,1208,"GasA",5,1,4,1621,0,0,1621,1,0,2,0,3,1,4,8,7,0,0,"Attchd",1984,2,2,440,3,3,2,108,45,0,0,0,0,0,0,"Shed",400,5,2006,"WD","Normal",12.2184951655287
"340",340,"20","RL",66,12400,"Pave","None",1,"Lvl",3,"Inside",0,"NAmes","Feedr","Norm","1Fam","1Story",6,7,1958,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,2,2,"CBlock",3,2,1,3,585,1,0,630,1215,"GasA",3,1,3,1215,0,0,1215,0,0,1,0,3,1,3,6,7,0,0,"Attchd",1958,1,1,297,3,3,2,0,0,0,0,234,0,0,0,"None",0,6,2009,"WD","Normal",11.9511803959014
"341",341,"60","RL",85,14191,"Pave","None",0,"Lvl",3,"Inside",0,"Timber","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,1,1,0,1,0,967,967,"GasA",5,1,4,993,915,0,1908,0,0,2,1,4,1,4,9,7,0,0,"Attchd",2002,3,2,431,3,3,2,135,0,0,0,0,0,0,0,"None",0,4,2010,"WD","Normal",12.2204685258139
"342",342,"20","RH",60,8400,"Pave","None",0,"Lvl",3,"Inside",0,"SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,1,1,"CBlock",3,2,1,1,0,1,0,721,721,"GasA",4,1,4,841,0,0,841,0,0,1,0,2,1,3,4,7,0,0,"CarPort",1950,1,1,294,3,3,0,250,0,24,0,0,0,0,0,"None",0,9,2009,"WD","Normal",11.3144745262464
"343",343,"90","RL",0,8544,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","Duplex","1Story",3,4,1949,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",340,2,2,"Slab",0,0,0,0,0,0,0,0,0,"Wall",2,0,3,1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,"Detchd",1949,1,2,400,3,3,2,0,0,0,0,0,0,0,0,"None",0,5,2006,"WD","Normal",11.3793940723457
"344",344,"120","RL",63,8849,"Pave","None",1,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",616,4,2,"PConc",5,3,1,6,28,1,0,1656,1684,"GasA",5,1,4,1684,0,0,1684,0,0,2,0,2,1,5,6,7,1,5,"Attchd",2005,2,2,564,3,3,2,495,72,0,0,0,0,0,0,"None",0,7,2008,"WD","Normal",12.4912515877638
"345",345,"160","RM",36,2592,"Pave","None",0,"Lvl",3,"Inside",0,"MeadowV","Norm","Norm","TwnhsE","2Story",5,3,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,2,2,"CBlock",4,3,1,3,129,4,232,175,536,"GasA",3,1,4,536,576,0,1112,0,0,1,1,3,1,3,4,7,0,0,"Attchd",1976,1,1,336,3,3,2,182,0,0,0,0,0,0,0,"None",0,4,2010,"WD","Normal",11.3504065354725
"346",346,"50","RL",65,6435,"Pave","None",0,"Lvl",3,"Inside",0,"BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"BrkTil",3,3,1,1,0,1,0,972,972,"GasA",4,1,4,972,605,0,1577,0,0,1,0,3,1,2,6,7,1,4,"Detchd",1939,1,1,312,3,3,2,0,0,0,0,0,0,0,0,"None",0,10,2006,"WD","Normal",11.8508252535826
"347",347,"20","RL",0,12772,"Pave","None",1,"Lvl",3,"CulDSac",0,"NAmes","Norm","Norm","1Fam","1Story",6,8,1960,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,3,2,4,498,1,0,460,958,"GasA",3,1,4,958,0,0,958,0,0,1,0,2,1,3,5,7,0,0,"Attchd",1960,2,1,301,3,3,2,0,0,0,0,0,0,0,0,"Gar2",15500,4,2007,"WD","Normal",11.9283409039316
"348",348,"20","RL",0,17600,"Pave","None",1,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",30,2,2,"CBlock",3,3,1,4,1270,1,0,208,1478,"GasA",5,1,3,1478,0,0,1478,1,0,2,0,3,1,3,6,7,2,4,"Attchd",1960,1,2,498,3,3,2,0,40,0,0,0,0,0,0,"None",0,12,2009,"WD","Normal",11.9671807372478
"349",349,"160","RL",36,2448,"Pave","None",0,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,3,2,"PConc",4,3,1,6,573,1,0,191,764,"GasA",5,1,4,764,862,0,1626,1,0,2,1,2,1,4,6,7,0,0,"BuiltIn",2003,2,2,474,3,3,2,0,27,0,0,0,0,0,0,"None",0,10,2008,"WD","Normal",11.9447078813958
