"Id","MSSubClass20","MSSubClass30","MSSubClass40","MSSubClass45","MSSubClass50","MSSubClass60","MSSubClass70","MSSubClass75","MSSubClass80","MSSubClass85","MSSubClass90","MSSubClass120","MSSubClass150","MSSubClass160","MSSubClass180","MSSubClass190","MSZoningC (all)","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotFrontage","LotArea","StreetGrvl","StreetPave","AlleyGrvl","AlleyPave","AlleyNone","LotShape","LandContourBnk","LandContourHLS","LandContourLow","LandContourLvl","Utilities","LotConfigCorner","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlope","NeighborhoodBlmngtn","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Artery","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Artery","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType1Fam","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Fin","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyleFlat","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleMansard","RoofStyleShed","RoofMatlCompShg","RoofMatlMembran","RoofMatlMetal","RoofMatlRoll","RoofMatlTar&Grv","RoofMatlWdShake","RoofMatlWdShngl","Exterior1stAsbShng","Exterior1stAsphShn","Exterior1stBrkComm","Exterior1stBrkFace","Exterior1stCBlock","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stImStucc","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStone","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWd Sdng","Exterior1stWdShing","Exterior2ndAsbShng","Exterior2ndAsphShn","Exterior2ndBrk Cmn","Exterior2ndBrkFace","Exterior2ndCBlock","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndImStucc","Exterior2ndMetalSd","Exterior2ndOther","Exterior2ndPlywood","Exterior2ndStone","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWd Sdng","Exterior2ndWd Shng","MasVnrTypeBrkCmn","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","MasVnrArea","ExterQual","ExterCond","FoundationBrkTil","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingFloor","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType2Types","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageTypeNone","GarageYrBlt1895","GarageYrBlt1896","GarageYrBlt1900","GarageYrBlt1906","GarageYrBlt1908","GarageYrBlt1910","GarageYrBlt1914","GarageYrBlt1915","GarageYrBlt1916","GarageYrBlt1917","GarageYrBlt1918","GarageYrBlt1919","GarageYrBlt1920","GarageYrBlt1921","GarageYrBlt1922","GarageYrBlt1923","GarageYrBlt1924","GarageYrBlt1925","GarageYrBlt1926","GarageYrBlt1927","GarageYrBlt1928","GarageYrBlt1929","GarageYrBlt1930","GarageYrBlt1931","GarageYrBlt1932","GarageYrBlt1933","GarageYrBlt1934","GarageYrBlt1935","GarageYrBlt1936","GarageYrBlt1937","GarageYrBlt1938","GarageYrBlt1939","GarageYrBlt1940","GarageYrBlt1941","GarageYrBlt1942","GarageYrBlt1943","GarageYrBlt1945","GarageYrBlt1946","GarageYrBlt1947","GarageYrBlt1948","GarageYrBlt1949","GarageYrBlt1950","GarageYrBlt1951","GarageYrBlt1952","GarageYrBlt1953","GarageYrBlt1954","GarageYrBlt1955","GarageYrBlt1956","GarageYrBlt1957","GarageYrBlt1958","GarageYrBlt1959","GarageYrBlt1960","GarageYrBlt1961","GarageYrBlt1962","GarageYrBlt1963","GarageYrBlt1964","GarageYrBlt1965","GarageYrBlt1966","GarageYrBlt1967","GarageYrBlt1968","GarageYrBlt1969","GarageYrBlt1970","GarageYrBlt1971","GarageYrBlt1972","GarageYrBlt1973","GarageYrBlt1974","GarageYrBlt1975","GarageYrBlt1976","GarageYrBlt1977","GarageYrBlt1978","GarageYrBlt1979","GarageYrBlt1980","GarageYrBlt1981","GarageYrBlt1982","GarageYrBlt1983","GarageYrBlt1984","GarageYrBlt1985","GarageYrBlt1986","GarageYrBlt1987","GarageYrBlt1988","GarageYrBlt1989","GarageYrBlt1990","GarageYrBlt1991","GarageYrBlt1992","GarageYrBlt1993","GarageYrBlt1994","GarageYrBlt1995","GarageYrBlt1996","GarageYrBlt1997","GarageYrBlt1998","GarageYrBlt1999","GarageYrBlt2000","GarageYrBlt2001","GarageYrBlt2002","GarageYrBlt2003","GarageYrBlt2004","GarageYrBlt2005","GarageYrBlt2006","GarageYrBlt2007","GarageYrBlt2008","GarageYrBlt2009","GarageYrBlt2010","GarageYrBltNone","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeatureGar2","MiscFeatureOthr","MiscFeatureShed","MiscFeatureTenC","MiscFeatureNone","MiscVal","MoSold1","MoSold2","MoSold3","MoSold4","MoSold5","MoSold6","MoSold7","MoSold8","MoSold9","MoSold10","MoSold11","MoSold12","YrSold2006","YrSold2007","YrSold2008","YrSold2009","YrSold2010","SaleTypeCOD","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAbnorml","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","TotalSF","TotalSFMisc"
821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.29045944114839,8.88557929128298,0,1,0,0,1,"IR1",0,0,0,1,"AllPub",0,1,0,0,0,"Gtl",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"7","5",2003,2003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Gd","TA",0,0,1,0,0,0,"Gd","TA","No","Unf",0,"Unf",0,798,798,0,1,0,0,0,0,"Ex","Y","SBrkr",798,842,0,7.40306109109009,0,0,2,1,3,1,"Gd",6,"Typ",0,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RFn",2,595,"TA","TA","Y",0,45,0,0,0,0,"None","None",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3033,45
822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.11087386417331,8.69968140098951,0,1,0,1,0,"Reg",1,0,0,0,"AllPub",0,0,0,0,1,"Mod",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"4","4",1953,1953,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Fa","TA",0,1,0,0,0,0,"Fa","TA","No","Unf",0,"Unf",0,936,936,0,1,0,0,0,0,"TA","N","SBrkr",936,0,0,6.84268328223842,0,0,1,0,2,1,"TA",4,"Min2",0,"None",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unf",2,576,"TA","TA","Y",0,32,112,0,0,0,"None","None",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2448,144
823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.39519490220672,9.42504844446929,0,1,0,0,1,"IR1",0,0,0,1,"AllPub",1,0,0,0,0,"Gtl",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"7","5",2003,2003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Gd","TA",0,0,1,0,0,0,"Gd","TA","Gd","Unf",0,"Unf",0,847,847,0,1,0,0,0,0,"Ex","Y","SBrkr",847,886,0,7.45818615734049,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Fin",2,433,"TA","TA","Y",100,48,0,0,0,0,"None","None",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3013,148
824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.11087386417331,9.20039104112251,0,1,0,0,1,"Reg",0,0,0,1,"AllPub",0,0,0,0,1,"Gtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"6","7",1940,1950,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"TA","TA",1,0,0,0,0,0,"TA","TA","No","Unf",0,"Unf",0,778,778,0,1,0,0,0,0,"TA","Y","SBrkr",944,545,0,7.30653139893951,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unf",1,240,"TA","TA","Y",335,0,0,0,0,0,"None","GdWo",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2507,335
825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.40671924726425,9.32518576364522,0,1,0,0,1,"Reg",0,0,0,1,"AllPub",0,0,0,0,1,"Gtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"8","5",2006,2006,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Gd","TA",0,0,1,0,0,0,"Gd","Gd","No","Unf",0,"Unf",0,1489,1489,0,1,0,0,0,0,"Ex","Y","SBrkr",1489,0,0,7.30653139893951,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"RFn",2,776,"TA","TA","Y",0,140,0,0,0,0,"None","None",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3754,140
826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.74493212836325,9.60265269350605,0,1,0,0,1,"Reg",0,0,0,1,"AllPub",0,0,0,0,1,"Gtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"10","5",2007,2008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,816,"Ex","TA",0,0,1,0,0,0,"Ex","TA","Av","GLQ",1636,"Unf",0,442,2078,0,1,0,0,0,0,"Ex","Y","SBrkr",2084,0,0,7.6425241342329,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Fin",3,1220,"TA","TA","Y",188,45,0,0,0,0,"None","None",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5382,233
827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.93182563272433,8.72111314776269,0,1,0,0,1,"Reg",0,0,0,1,"AllPub",0,0,0,0,1,"Gtl",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"5","6",1924,1950,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"TA","TA",1,0,0,0,0,0,"TA","TA","No","ALQ",784,"Unf",0,0,784,0,1,0,0,0,0,"Gd","Y","SBrkr",784,0,0,6.66568371778241,1,0,1,0,2,1,"Gd",5,"Typ",0,"None",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,"None","None","Y",0,0,116,0,0,0,"None","None",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1568,116
828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.18965474202643,9.05134464048573,0,1,0,0,1,"IR1",0,0,0,1,"AllPub",0,0,0,0,1,"Gtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"7","5",2001,2001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Gd","TA",0,0,1,0,0,0,"Gd","TA","No","GLQ",20,"Unf",0,1434,1454,0,1,0,0,0,0,"Ex","Y","SBrkr",1434,0,0,7.26892012819372,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"RFn",2,527,"TA","TA","Y",290,39,0,0,0,0,"None","None",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3415,329
829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.9621665284798,10.2646175579351,0,1,0,0,1,"IR2",0,0,1,0,"AllPub",0,1,0,0,0,"Sev",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"5","5",1967,1967,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"TA","TA",0,0,1,0,0,0,"TA","Gd","Gd","LwQ",249,"ALQ",764,0,1013,0,1,0,0,0,0,"TA","Y","SBrkr",1160,966,0,7.66246781520024,0,1,2,1,3,1,"TA",7,"Min2",0,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fin",2,538,"TA","TA","Y",486,0,0,0,225,0,"None","None",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3677,711
830,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.2188758248682,7.84188592898462,0,1,0,1,0,"Reg",0,0,0,1,"AllPub",0,0,0,0,1,"Gtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"7","5",2005,2005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Gd","TA",0,0,1,0,0,0,"Gd","TA","No","Unf",0,"Unf",0,600,600,0,1,0,0,0,0,"Ex","Y","SBrkr",520,623,80,7.10987946307227,0,0,2,1,2,1,"Gd",4,"Typ",0,"None",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,"None","None",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2223,166
831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.39444915467244,9.38437770918244,0,1,0,0,1,"IR1",0,0,0,1,"AllPub",1,0,0,0,0,"Gtl",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"6","5",1957,1957,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,387,"TA","TA",0,1,0,0,0,0,"TA","TA","No","Rec",1040,"Unf",0,352,1392,0,1,0,0,0,0,"TA","Y","FuseA",1392,0,0,7.23921497377981,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RFn",2,458,"TA","TA","Y",0,0,0,0,192,0,"None","None",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3242,192
832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.43398720448515,8.06495089174914,0,1,0,1,0,"Reg",0,0,0,1,"AllPub",0,0,0,0,1,"Gtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"7","5",2005,2005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"TA","TA",0,0,1,0,0,0,"Gd","TA","No","Unf",0,"Unf",0,600,600,0,1,0,0,0,0,"Ex","Y","SBrkr",520,600,80,7.09090982207998,0,0,2,1,2,1,"Gd",4,"Typ",0,"None",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,"None","None",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2200,166
833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.80666248977032,9.1641917159502,0,1,0,0,1,"IR1",0,0,0,1,"AllPub",0,1,0,0,0,"Gtl",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"7","6",2003,2003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,223,"Gd","TA",0,0,1,0,0,0,"Gd","TA","No","GLQ",483,"Unf",0,458,941,0,1,0,0,0,0,"Ex","Y","SBrkr",941,888,0,7.51207124583547,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RFn",2,613,"TA","TA","Y",192,39,0,0,0,0,"None","None",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3383,231
